ID,CODIGO,PAIS,ALIMENTO,TIPO,CEPA,PARTE,PROCESO,GRADO,MENSAJE,GENERO,ESPECIE,VARIEDAD,NOMBRE_ALT,NOMBRE_COMERCIAL,REFERENCIA,NOMBRE_CORTO,WATER,PROCNT,XN,FAT,ASH,FIBTG,CHOCDF,CHOAVL,ENERC,ENERC_KJ,FASAT,FAMS,FAPU,CHOLE,NA,K,CA,P,FE,ZN,VITA,CARTBEQ,THIA,RIBF,NIA,VITC
1069,B896,Brasil,Aspargo,,,,conserva,,,,,,,Kenko,336,"Aspargo, conserva, Kenko",95,"1,7","6,25",0,"1,2","1,6","2,1","0,5",9,"37,66",,,,,,,,,,,,,,,,
1070,B103,Brasil,Aspargo,,,,cozido,,,Asparagus,officinalis L.,,,,"51, 307","Aspargo, cozido","94,51","1,17",,"0,27","0,34","1,83","3,71","1,88","14,63","61,21",,,,,,,,,,,,,,,,
1071,B104,Venezuela,Auyama,,,fruto,cocida,,,Cucurbita,maxima,,,,,"Auyama, cocida","91,7","0,8","6,25","0,2","0,4",,"6,9",,,,,,,,,,27,28,"0,5",,,,"0,03","0,04",,
1072,B105,Colombia,Auyama,,,pulpa sin semilla,,,,Cucurbita,maxima,Duchesne,,,,"Auyama, pulpa, sin semilla","88,3","0,9",,"0,4","0,9",,"9,5",,,,,,,,,,26,87,"0,3",,1021,,"0,08","0,05","0,7",4
1073,B897,Costa Rica,Ayote,cocinado,,,cocción,,,Cucurbita,maxima,,,,,"Ayote, cocinado",,,,,,,,,,,,,,,,,,,,,,"224,5",,,,
1074,B106,Colombia,Banano,,,espermo,,,,Musa,spp.,,,,,"Banano, espermo maduro","69,1","2,1",,"0,1","0,8",,"27,9",,,,,,,,,,10,30,"0,5",,15,,"0,06","0,08","0,5",10
1075,B898,Brasil,Baru,,semente,,,,,Dipteryx ,alata ,,,,354,"Baru, semente","6,1","23,9","6,25","38,2","2,7","13,4","29,1","15,7","502,2","2101,2",,,,,,,,,,,,,,,,
1076,B107,Brasil,Batata,doce,,,cozida,,,Ipomoea,batatas,,,,60,"Batata, doce, cozida",61,,,,,"3,9",,,,,,,,,,,,,,,,,,,,
1077,B108,Brasil,Batata,doce,,,cozida/10 min ,,,Ipomoea,batatas Lam,Acadian,,,97,"Batata, doce, cozida/10 min",,,,,,,,,,,,,,,,,,,,,4021,,,,,
1078,B109,Brasil,Batata,doce,,,cozida ,,,Ipomoea,batatas Lam,Centennial,,,97,"Batata, doce, cozida/10 min",,,,,,,,,,,,,,,,,,,,,2172,,,,,
1079,B110,Brasil,Batata,doce,,,cozida ,,,Ipomoea,batatas Lam,Heart Gold,,,97,"Batata, doce, cozida/10 min",,,,,,,,,,,,,,,,,,,,,630,,,,,
1080,B111,Brasil,Batata,doce,,,cozida ,,,Ipomoea,batatas Lam,Vineland Bush,,,97,"Batata, doce, cozida/10 min",,,,,,,,,,,,,,,,,,,,,196,,,,,
1081,B112,Brasil,Batata,doce,,,cozida/15-20 min,,,Ipomoea,batatas Lam,,,,"4, 51, 60","Batata, doce, cozida/15-20 min","67,74","1,16",,"0,32","0,68","3,27","30,1","26,83","114,84","480,49",,,,,,,,,,,,,,,,
1082,B113,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas,,,,4,"Batata, doce, crua","66,78","1,53",,"0,28","1,4","3,77","30,01","26,24","113,6","475,3",,,,,,,,,,,,,,,,
1083,B114,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas L.,,,,4,"Batata, doce, crua","65,9",,,,,"3,87",,,,,,,,,,,,,,,,,,,,
1084,B115,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Acadian,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,4212,,,,,
1085,B116,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Anápolis,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,248,,,,,
1086,B117,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Centennial,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,2505,,,,,
1087,B118,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Clone CNPH,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,86,,,,,
1088,B119,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Heart Gold,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,672,,,,,
1089,B120,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,IAC-2-71,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,1,,,,,
1090,B121,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Morada Inta,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,179,,,,,
1091,B122,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,SRT-252,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,3,,,,,
1092,B123,Brasil,Batata,doce,,,crua,,,Ipomoea,batatas Lam,Vineland Bush,,,97,"Batata, doce, crua",,,,,,,,,,,,,,,,,,,,,239,,,,,
1093,B124,Argentina,Batata,,,,frita,,,Ipomoea,batatas, Lam,,,INN,"Batata, frita",54,"1,7","6,25","7,2","2,1",,35,,,,,,,,19,819,50,90,"0,9",,,,,,,
1094,B899,Brasil,Batata,,,,frita,,,Solanum ,tuberosum,,,Yoki,335,"Batata, frita, Yoki","1,7","3,5","6,25","39,4","3,1","2,24","52,3","50,06",569,"2380,7",,,,,,,,,,,,,,,,
1095,B125,Argentina,Batata,,,,hervida,,,Ipomoea,batatas, Lam,,,INN,"Batata, hervida","76,1","1,2","6,25",0,1,,"21,7",,,,,,,,6,516,32,66,"0,42",,,,,,,10
1096,B126,Brasil,Batata,inglesa,,,cozida/20 min,,,Solanum,tubesorum L.,,,,"4, 247","Batata, inglesa, cozida/20 min","85,4","1,5",,"0,1","0,4","1,6","12,6",11,"50,9","212,97",,,,,,,,,,,,,,,,
1097,B900,Brasil,Batata,purê,,,mistura p/,,,,,,,Yoki,335,"Batata, purê, mistura p/, Yoki","7,74","8,33","6,25","0,48","5,76","11,3","77,69","66,39",303,"1267,75",,,,,,,,,,,,,,,,
1098,B127,Venezuela,Batata,,,raíz,cocida,,,Ipomoea,batatas l., Lam,,,,"Batata, raíz, cocida","76,2","1,9","6,25","0,1","0,9",,"20,9",,,,,,,,,,12,64,"0,8",,,,"0,06","0,05","0,6",
1099,B128,Argentina,Batata,,,raíz,cruda,fresca,,Ipomoea,batatas, Lam,,,INN,"Batata, raíz, cruda",78,"1,1","6,25",0,"1,1",,"19,8",,,,,,,,6,417,34,64,"0,25",,,,"0,1","0,14","1,1","20,1"
1100,B129,Colombia,Batata,,,"tubérculo, sin cáscara",,,,Ipomoea,batatas Lam,,,,,"Batata, sin cáscara","75,8","1,2",,"0,1","0,8",,"22,1",,,,,,,,,,25,40,"1,6",,150,,"0,07","0,03","1,1",20
1101,B130,Brasil,Beldroega,,,folha,crua,,,Portulaca,oleracea,,,,302,"Beldroega, folha, crua",,,,,,,,,,,,,,,,,,,,,500,,,,,
1102,B131,Colombia,Berenjena,,,fruto sin cáscara,,,,Solanum ,melongena L.,,,,,Berenjena,"92,6",1,,0,"0,5",,"5,9",,,,,,,,,,17,29,"0,4",,0,,"0,08","0,05",1,5
1103,B132,Perú,Berenjena,,,,,,,Solanum,melongena L.,,,,,Berenjena,"89,7",1,,"0,8","0,6",,"7,9",,,,,,,,,,20,30,"0,3",,5,,"0,02","0,3","1,31","6,3"
1104,B135,Argentina,Berenjena,,,pulpa,cruda,fresca,,Solanum,melongena, ,,,"A, B, INN","Berenjena, cruda","92,7","1,1","6,25","0,2","0,5",,"5,5",,,,,,,,3,238,10,12,"0,39",,,,"0,12","0,48","1,8","2,2"
1105,B136,Bolivia,Berenjena,,,fruto,cruda,,,Solanum ,melongena,,,,,"Berenjena, cruda","90,1","1,2",,"0,2","0,4",,"8,1",,,,,,,,,,11,17,"0,5",,0,,"0,06","0,06","5,95",5
1106,B137,México,Berenjena,,,fruto,cruda,fresca,,Solanum,melongena,,,,,"Berenjena, cruda","90,8","1,4","6,25","0,2","0,5",,"7,1",,,,"0,02","0,01","0,04",0,4,214,8,214,"0,5","0,15",7,,"0,05","0,05","0,8",8
1107,B133,Uruguay,Berenjena ,,,"fruto, con cáscara ",,,,,,,,,,Berenjena ,"93,9","1,3","6,25",0,"0,5",,"4,3",,,,,,,,,,,,,,,,,,,
1108,B134,Perú,Berenjena costeña,,,,,,,Cyphomandra,crassicaulis,,Tomate de árbol,,,Berenjena costeña,"87,5","1,3",,"0,3","1,1",,"9,8",,,,,,,,,,18,28,"0,2",,139,,"0,1","0,04",,"2,3"
1109,B138,Brasil,Berinjela,,,,cozida/10 min,,,Solanum,melongena L.,,,,"51, 307","Berinjela, cozida/10 min","93,64","0,91",,"0,33","0,1","1,3","5,02","3,72","21,49","89,91",,,,,,,,,,,,,,,,
1110,B139,Brasil,Berinjela,,,,crua,,,Solanum,melongena L.,,,,4,"Berinjela, crua","93,96","0,79",,"0,15","0,39","2,51","4,71","2,2","13,31","55,69",,,,,,,,,,,,,,,,
1111,B140,Perú,Berro,,,,,,,Rorippa,nasturtium officinale,,,,,Berro ,"89,3","3,4",,"0,8","1,5",,5,,,,,,,,,,234,66,"6,5",,722,,"0,08","0,36","1,06","105,6"
1112,B141,Colombia,Berro,,,hoja,,,,Nasturtium,officinale R.Br,,,,,"Berro, hoja","93,6","1,7",,"0,6","1,1",,3,,,,,,,,,,195,46,2,,720,,"0,08","0,16","0,8",70
1113,B142,Argentina,Berro,,,hoja y tallo,crudo,fresco,,Nasturtium,officinale R.Br, ,,,"A, B, INN","Berro, hoja y tallo, crudo","93,6","1,7","6,25","0,3","1,1",,"3,3",,,,,,,,60,314,222,52,"1,62",,,,"0,12","0,21","0,6","111,3"
1114,B143,México,Berro,,,hoja y tallo,crudo,fresco,,Rorippa,nasturtium,Aquaticum,,,,"Berro, hoja y tallo, crudo","90,5","3,6","6,25","0,8","1,5",,"3,6",,,,"0,03","0,01","0,01",0,41,330,155,330,"2,6","0,15",313,,"0,13","0,2","1,5",51
1115,B144,Bolivia,Berro,,,hoja,crudo,,,Nasturtium,officinale,,,,,"Berro, hoja, crudo","88,6","4,2",,"0,3","1,6",,"5,3",,,,,,,,,,184,75,"4,3",,491,,"0,11","0,21",1,86
1116,B145,México,Betabel,,,tubérculo,crudo,fresco,,Beta,vulgaris,,Remolacha,,,"Betabel, tubérculo, crudo","87,3","2,1","6,25","0,2","2,1",,"8,3",,,,"0,02","0,03","0,05",0,60,335,21,335,"1,5","0,4",2,,"0,02","0,05","0,3",20
1117,B146,Brasil,Beterraba,,,,cozida/40 min,,,Beta,vulgaris,,,,"4, 51","Beterraba, cozida/40 min","92,85",,,,,"2,24",,,,,,,,,,,,,,,,,,,,
1118,B147,Brasil,Beterraba,,,,cozida/40 min,,,Beta,vulgaris L.,,,,"4, 51","Beterraba, cozida/40 min","92,97","1,16",,"0,09","0,44","2,2","5,34","3,14","18,01","75,35",,,,,,,,,,,,,,,,
1119,B148,Brasil,Beterraba,,,folha,cozida/10 min ,,,Beta,vulgaris L.,Early Wonder,,,222,"Beterraba, folha, cozida/10 min","94,32","1,78",,"0,41","0,66","1,77","2,83","1,06","15,05","62,97",,,,,,,,,,,599,,,,,
1120,B149,Brasil,Beterraba,,,folha,crua,,,Beta,vulgaris L.,Early Wonder,,,222,"Beterraba, folha, crua","90,69","2,38",,"0,54","2,01","2,7","4,38","1,68","21,1","88,28",,,,,,,,,,,907,,,,,
1121,B150,Brasil,Beterraba,,,folha,microondas/7 min PM ,,,Beta,vulgaris L.,Early Wonder,,,222,"Beterraba, folha, microondas/7 min PM","94,21","1,69",,"0,24","0,99","1,57","2,87","1,3","14,12","59,08",,,,,,,,,,,652,,,,,
1122,B151,México,Bledo,,,hoja y tallo,crudo,fresco,,Amaranthus,gangeticus,,,,,"Bledo, hoja y tallo, crudo","91,7","2,5","6,25","0,3","2,1",,"3,4",,,,"0,09","0,08","0,14",0,20,611,215,611,"4,3","0,9",401,,"0,03","0,16","0,7",43
1123,B152,Cuba,Boniato,,,raíz,"hervido, drenado",sin cáscara,,Ipomoea ,batatas,,"Camote, batata",,,"Boniato, raíz, hervido, sin cáscara",73,"0,87","6,25","0,3","1,25","3,44","24,58","21,14","90,74","379,66",,,,,,,,,,,,,,,,
1124,B153,Colombia,Brócoli,,,tallo y flor,,,,Brassica,oleracea ,Botrytis L.,,,,Brócoli,"88,9",4,,"0,3","1,2",,"5,6",,,,,,,,,,106,137,"1,1",,225,,"0,07","0,14","0,9",100
1125,B154,Perú,Brócoli,,,,,,,Brassica,oleracea,itálica,,,,Brócoli,"87,3","4,9",,"0,9","1,2",,"5,7",,,,,,,,,,93,86,"1,2",,63,,"0,11","0,1","0,83",114
1126,B901,Bolivia,Brócoli,,natural,tallo y flor,fresco,fresco,,Brassica ,olareacea,Italica,,,Lab.Nutricion INLASA,Brócoli,"88,2","3,55",,"0,72","1,4",,"6,13",,,,,,,,,,"49,23","148,23","1,22",,"169,23",,"0,66","0,1","0,7","99,23"
1127,B902,Costa Rica,Brócoli,cocinado,,,cocción,,,Brassica,oleracea italica,,,,,"Brócoli, cocinado",,,,,,,,,,,,,,,,,,,,,,"2522,1",,,,
1128,B156,Argentina,Brócoli,,,tallo de la hoja,crudo,fresco,,Brassica,oleracea ,Itálica Plank,,,"A, INN","Brócoli, crudo","89,9","3,3","6,25","0,2","1,1",,"5,5",,,,,,,,,,,,,,,,"0,08","0,16","0,7","93,3"
1129,B157,México,Brócoli,,,tallo y flor,crudo,fresco,,Brassica,oleracea ,Botrytis,,,,"Brócoli, crudo","89,1","3,6","6,25","0,3","0,9",,"6,1",,,,"0,05","0,02","0,04",0,27,325,48,325,"1,1","0,4",167,,"0,07","0,12","0,6",113
1130,B158,Ecuador,Brócoli,,,flor,crudo,,,,,,,,8,"Brócoli, flor, crudo","9,2","3,5",,"0,3","1,8",,"85,2",,,,,,,,,,,,,,,1240,"0,1","0,18",,85
1131,B155,Uruguay,Brócoli ,,,tallo y flor,,,,,,,,,,Brócoli ,"87,5","3,4","6,25","0,2","1,1",,"7,8",,,,,,,,,,,,,,,,,,,
1132,B159,Brasil,Brócolos,,,,cozido/10 min,,,Brassica,oleracea L.,,,,"4, 51","Brócolos, cozido/10 min","92,19",,,,,"2,86",,,,,,,,,,,,,,,,,,,,
1133,B160,Brasil,Brócolos,,,,cozido/10 min,,,Brassica,oleracea L.,Hamanore,,,"4, 51, 81, 246","Brócolos, cozido/10 min","90,85","3,28",,"0,62","0,73","3,14","4,52","1,38","24,22","101,34",,,,,,,,,,,,,,,,
1134,B161,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1028,,,,,
1135,B162,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1357,,,,,
1136,B163,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1164,,,,,
1137,B164,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1452,,,,,
1138,B165,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1012,,,,,
1139,B166,Brasil,Brócolos,,,,cozido/10 min ,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, cozido/10 min",,,,,,,,,,,,,,,,,,,,,1318,,,,,
1140,B167,Brasil,Brócolos,,,,cozido/5 min ,,,Brassica,oleracea L.,Itálica,,,302,"Brócolos, cozido/5 min",,,,,,,,,,,,,,,,,,,,,260,,,,,
1141,B168,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,,,,4,"Brócolos, cru","94,1",,,,,"2,17",,,,,,,,,,,,,,,,,,,,
1142,B169,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Hamanore,,,"4, 81, 246","Brócolos, cru","89,44","3,76",,"0,72","1,21","3,19","4,87","1,68","28,24","118,16",,,,,,,,,,,,,,,,
1143,B170,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1349,,,,,
1144,B171,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1742,,,,,
1145,B172,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Itálica,,,302,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,320,,,,,
1146,B173,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1579,,,,,
1147,B174,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1973,,,,,
1148,B175,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1351,,,,,
1149,B176,Brasil,Brócolos,,,,cru,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, cru",,,,,,,,,,,,,,,,,,,,,1692,,,,,
1150,B177,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,998,,,,,
1151,B178,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Hamanore,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,1322,,,,,
1152,B179,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,915,,,,,
1153,B180,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Precoce Piracicaba,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,1196,,,,,
1154,B181,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,1103,,,,,
1155,B182,Brasil,Brócolos,,,,microondas/6 min PA,,,Brassica,oleracea L.,Ramoso Santana,,,81,"Brócolos, microondas/6 min PA",,,,,,,,,,,,,,,,,,,,,1438,,,,,
1156,B903,Brasil,Broto de feijão,cozido,,,,,,,,,,,362,"Broto de feijão, cozido","91,61","3,35","6,25","0,61","0,28","3,07","4,15","1,08","23,21","97,11",,,,,,,,,,,,,,,,
1157,B183,Perú,Caigua,,,,,,,Cylanthera,pedata,Scrad,,,,Caigua,95,"0,5",,"0,2",1,,"3,3",,,,,,,,,,34,43,"0,9",,9,,"0,02","0,02","0,17","11,4"
1158,B184,Perú,Caigua Serrana,,,,,,,Cylanthera,braclybotrys,,,,,Caigua Serrana,"93,5","1,5",,"0,1","0,8",,"4,1",,,,,,,,,,32,32,"0,5",,33,,"0,05","0,07",,"6,9"
1159,B904,Bolivia,Calabacin,blanca,natural,calabaza,fresco,fresco,Lacayote,Curcubita ,ficifolia ,Bouche,,,Lab.Nutricion INLASA,Calabacin,"93,1","1,2",,"0,3","0,4",,5,,,,,,,,,,"26,31",27,"0,69",,"49,3",,"0,04","0,03","0,6","15,6"
1160,B185,México,Calabacita,,italiana,fruto,cruda,fresca,,Cucurbita,maxima,Melopepo,Zapallito italiano,,,"Calabacita, italiana, cruda, fresca",94,"1,8","6,25","0,1","0,5",,"3,6",,,,"0,04","0,01","0,03",0,1,202,25,202,"0,5","0,26",27,,"0,06","0,06","0,5",13
1161,B186,Colombia,Calabaza,,,fruto sin cáscara,,,,Cucurbita,pepo L.,,Zapallo,,,Calabaza,"93,9","0,8",,0,"0,4",,"4,9",,,,,,,,,,13,29,"0,3",,0,,"0,03","0,03","0,3",16
1162,B189,México,Calabaza,amarilla,,fruto,cruda,fresca,,Cucurbita,pepo,,Zapallo,,,"Calabaza, amarilla, madura, cruda","91,6","1,6","6,25","0,7","0,3",,"5,8",,,,"0,05","0,01","0,01",0,1,340,21,340,"2,3","0,2",246,,"0,06","0,04","0,5",8
1163,B190,México,Calabaza,castilla,,fruto,cruda,fresca,,Cucurbita,maxima,,,,,"Calabaza, castilla, cruda, madura","87,8","0,8","6,25","0,1","0,8",,"10,5",,,,"0,02","0,01","0,02",0,3,347,33,347,"0,7","0,13",143,,"0,14","0,01","0,7",11
1164,B191,México,Calabaza,criolla,,fruto,cruda,fresca,,Cucurbita,mexicana l.,,,,,"Calabaza, criolla, verde, cruda","92,6","1,9","6,25","0,1","0,7",,"4,7",,,,"0,01","0,01","0,01",0,1,176,14,176,"6,4","0,2",32,,"0,08","0,08","0,6",9
1165,B192,México,Calabaza,,,flor,crudo,fresco,,Cucurbita,spp.,,,,,"Calabaza, flor, cruda","93,9","1,4","6,25","0,1","0,9",,"3,7",,,,"0,04","0,01","0,01",0,5,173,47,173,"0,7",,76,,"0,1","0,15","0,7",15
1166,B193,Cuba,Calabaza,,,fruto,"hervida, drenada","masa, con cáscara",,Cucurbita,moschata,,Calabacita,,,"Calabaza, fruto, hervida, con cáscara","92,03","0,42","6,25","0,07","0,67","1,93","6,81","4,88","21,83","91,34",,,,,,,,,,,,,,,,
1167,B194,México,Calabaza,,,hojas y puntas,crudo,fresco,,Cucurbita,spp.,,Zapallo,,,"Calabaza, hojas y puntas, cruda","93,1","2,8","6,25","0,4","1,5",,"2,2",,,,"0,21","0,03","0,01",0,11,436,149,436,"5,8",,404,,"0,11","0,12","0,9",46
1168,B195,México,Calabaza,,menuda,semilla,,,,,,,,,,"Calabaza, menuda, semilla","7,7",36,"5,3",28,,,,,,,"4,87","10,36","12,18",0,,,35,725,"1,1",,0,,"0,13","0,12","2,2",0
1169,B196,México,Calabaza,,menuda,semilla,,,,,,,,,,"Calabaza, menuda, semilla","79,7","1,5","6,25","8,9",,,,,,,"1,76","4,14","1,4",0,5,488,11,488,"0,5","0,42",61,,"0,11","0,12","1,92",8
1170,B197,México,Calabaza,,,semilla,cruda,seca,,Cucurbita,maxima,,,,,"Calabaza, semilla, cruda","4,9","30,3","5,3","45,8","5,1",,"13,9",,,,8,17,20,0,,,38,,"9,2",,15,,"0,23","0,16","2,9",0
1171,B198,México,Calabaza,,,semilla,cruda,seca,,Cucurbita,pepo,,Pepita,,,"Calabaza, semilla, cruda","4,3","36,9","5,3",44,"4,8",,10,,,,"7,69","16,33",,0,,,31,,"9,2",,15,,"0,14","0,15","2,2",0
1172,B187,Perú,Calabaza china,,,,,,,,,,,,,Calabaza china,"93,1","0,7",,"0,1","0,3",,"5,8",,,,,,,,,,29,15,"0,1",,,,"0,02","0,02","0,29",
1173,B188,Perú,Calabaza italiana,,,,,,,Sechium,edule Sw.,,,,,Calabaza italiana,"93,9","0,5",,"0,3","0,4",,"4,9",,,,,,,,,,11,19,"0,6",,3,,"0,03","0,04","0,28",10
1174,B201,Perú,Camote,amarillo,,,,,,Ipomoea,batatas L.,,,,,"Camote, amarillo","69,9","1,2",,"0,2","1,1",,"27,6",,,,,,,,,,41,31,"0,8",,39,,"0,1","0,05","0,63",10
1175,B202,México,Camote,amarillo,,tubérculo,crudo,fresco,,Ipomoea,batatas lam,,,,,"Camote, amarillo, crudo","67,5","1,4","6,25","0,8",1,,"29,3",,,,"0,16","0,03","0,29",0,10,243,43,41,"2,4","0,3",300,,"0,1","0,04","0,7",27
1176,B203,Perú,Camote,blanco,,,,,,Ipomoea,batatas L.,,,,,"Camote, blanco ","68,8","1,7",,"0,1","1,1",,"28,3",,,,,,,,,,26,33,"2,5",,9,,"0,14","0,04","0,7","12,9"
1177,B204,Bolivia,Camote,,,raíz,crudo,,,Ipomoea ,batatas,,,,,"Camote, crudo","69,2","1,5",,"0,2","1,1","2,5",28,"25,5","109,77","459,28",,,,,,,11,48,"1,3",,57,,"0,1","0,04","1,04",19
1178,B205,Chile,Camote,,,tubérculo,crudo,,,Hipomea,batatas,,,,60,"Camote, crudo","66,1","1,6","6,25","0,4",1,,"30,9",,,,,,,,,,41,21,8,,,,,,,
1179,B206,México,Camote,,,tubérculo,crudo,fresco,Promedio de diferentes variedades,Ipomoea,batatas lam,,,,,"Camote, crudo","70,6",1,"6,25","0,4","1,5",,"26,5",,,,"0,06","0,01","0,11",0,13,204,41,41,"0,6","0,28",26,,"0,09","0,03","0,6",23
1180,B905,Costa Rica,Camote,,,,homogenizado,,,Ipomoea,batatas,,,,,"Camote, homogenizado",,,,,,,,,,,,,,,,,,,,,,"376,4",,,,
1181,B207,Perú,Camote,morado,,,,,,Ipomoea,batatas L.,,,,,"Camote, morado","71,6","1,4",,"0,3",1,,"25,7",,,,,,,,,,36,40,"1,4",,11,,"0,08","0,05","0,82","13,6"
1182,B906,Bolivia,Camote ,blanco,natural,tuberculo,fresco,humedo,Batata,Ipomoea ,batatas,,Batata,,Lab.Nutricion INLASA,"Camote, blanco","74,52","1,57",,"0,22","0,63",,"23,06",,,,,,,,,,"18,5",37,1,,"68,1",,"0,09","0,03","0,6",23
1183,B208,Uruguay,Canela,,,corteza molida,desecada,,,Cinnamomum,zeylanicum,,,,,"Canela, molida","10,5",,,"0,8",4,,,,,,,,,,,,,,,,,,,,,
1184,B209,Brasil,Capeba,,,folha,crua,,,Pothomorphe,umbellata L.,,,,169,"Capeba, folha, crua",,,,,,,,,,,,,,,,,,,,,216,,,,,
1185,B210,Brasil,Cará,,,,cozido/10 min,,,Dioscorea,alata L.,,,,"4, 51","Cará, cozido/10 min","71,16","1,88",,"0,25","0,82","2,58","25,89","23,31","103,01","430,99",,,,,,,,,,,,,,,,
1186,B211,Brasil,Cará,,,,cru,,,Dioscorea,alata L.,,,,4,"Cará, cru","73,8","1,32",,"0,42","0,71","2,34","23,75","21,41","94,7","396,22",,,,,,,,,,,,,,,,
1187,B212,Brasil,Cará,roxo,,,cru,,,Dioscorea,alata L.,,,,"4, 70","Cará, roxo, cru","74,62","1,24",,0,"0,52","2,27","23,62","21,35","90,36","378,07",,,,,,,,,,,,,,,,
1188,B213,Argentina,Cardo,,,penca y hoja,crudo,fresco,,Cynara,cardundulus, ,,,"A, C, INN","Cardo, penca y hoja, crudo","91,8","1,4","6,25","0,2","2,2",,"4,4",,,,,,,,86,318,150,40,"3,09",,,,"0,02","0,06","0,1","1,8"
1189,B214,Colombia,Cardo,,,tallo,,,,Cynara,cardundulus Spr,,,,,"Cardo, tallo",94,"1,3",,0,"0,8",,"3,9",,,,,,,,,,39,23,"0,4",,9,,"0,01","0,04","0,4",4
1190,B215,Chile,Cártamo,,,grano entero ,crudo,,,Carthamus,tintorea,,,,55,"Cártamo, crudo","6,8","14,5","6,25","35,3","2,4",,41,,,,,,,,,,,,,,,,,,,
1191,B216,Brasil,Caruru,,,folha,cru,,,Amaranthus,viridis L.,,,,302,"Caruru, folha, cru",,,,,,,,,,,,,,,,,,,,,1840,,,,,
1192,B217,Colombia,Casabe,,,,,,Torta de harina de yuca seca,Manihot,dulcis Pax,,,,,Casabe,"13,7","1,6",,"0,2","1,2",,"83,3",,,,,,,,,,30,70,"0,3",,0,,"0,11","0,07","0,5",0
