name,waterPercentage,caloriesKcal,proteinG,totalFatG,carbohydratesG,dietaryFiberG,calciumMg,phosphorusMg,ironMg,thiamineMg,riboflavinMg,niacinMg,vitaminCmg,vitaminAEquivRetinolMcg,monounsaturatedFatG,polyunsaturatedFatG,saturatedFatG,cholesterolMg,potassiumMg,sodiumMg,zincMg,magnesiumMg,vitaminB6Mg,vitaminB12Mcg,folicAcidMcg,folateEquivFDMcg,edibleFractionPercentage,categoryId
Repollo/Col Comun Cocido S/Sal Escurrido,93.6,22,1.02,0.43,4.46,1.9,31.0,15.0,0.17,0.06,0.05,0.28,20.0,7.0,0.03,0.2,0.05,0.0,97.0,8.0,0.09,8.0,0.11,0.0,0.0,20.0,1.0,3
Repollo/Col Comun Crudo,92.52,24,1.21,0.18,5.37,2.3,47.0,23.0,0.56,0.05,0.03,0.3,51.0,6.0,0.01,0.09,0.02,0.0,246.0,18.0,0.18,15.0,0.09,0.0,0.0,57.0,0.8,3
Repollo/Col Morada Cocida S/Sal Escurrida,90.84,29,1.51,0.09,6.94,2.6,42.0,33.0,0.66,0.07,0.06,0.38,11.0,2.0,0.01,0.09,0.03,0.0,262.0,8.0,0.25,17.0,0.22,0.0,0.0,24.0,1.0,3
Repollo/Col Morada Cruda,90.39,31,1.43,0.16,7.37,2.1,45.0,30.0,0.8,0.06,0.07,0.42,57.0,56.0,0.02,0.13,0.03,0.0,243.0,27.0,0.22,16.0,0.21,0.0,0.0,18.0,0.8,3
Ruibarbo Tallos,94.0,18,0.7,0.2,4.1,0.0,62.0,16.0,0.3,0.02,0.02,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,3
Sagu De San Vicente Raíz,57.2,157,2.4,0.1,39.0,0.0,20.0,24.0,3.2,0.08,0.03,0.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3
Salsifi,77.0,82,3.3,0.2,18.6,3.3,60.0,75.0,0.7,0.08,0.22,0.5,8.0,0.0,0.0,0.0,0.0,0.0,380.0,20.0,0.38,23.0,0.28,0.0,0.0,26.0,0.87,3
Suchini Cocido S/Sal Escurrido,94.74,16,0.64,0.05,3.93,1.4,13.0,40.0,0.35,0.04,0.04,0.43,5.0,56.0,0.0,0.02,0.01,0.0,253.0,3.0,0.18,22.0,0.08,0.0,0.0,17.0,1.0,3
Suchini Crudo,94.64,16,1.21,0.18,3.35,1.1,15.0,38.0,0.35,0.05,0.14,0.49,17.0,10.0,0.01,0.08,0.04,0.0,262.0,10.0,0.29,17.0,0.22,0.0,0.0,29.0,0.95,3
Tapioca Perlada Seca,10.99,358,0.19,0.02,88.69,0.9,20.0,7.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.12,1.0,0.01,0.0,0.0,4.0,1.0,3
Tomate De Arbol,85.9,50,2.2,0.9,10.3,0.0,9.0,48.0,0.8,0.1,0.04,1.2,29.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Tomate Rojo,93.8,21,0.8,0.3,4.6,1.2,7.0,24.0,0.6,0.06,0.05,0.7,23.0,42.0,0.05,0.14,0.05,0.0,237.0,5.0,0.17,0.0,0.08,0.0,0.0,15.0,0.98,3
Tomate Verde,93.6,21,1.2,0.2,4.6,1.1,6.0,20.0,0.6,0.06,0.04,0.4,18.0,32.0,0.03,0.08,0.03,0.0,204.0,13.0,0.07,0.0,0.08,0.0,0.0,9.0,0.98,3
Tomate Jugo Enlatado S/Sal,93.9,17,0.76,0.05,4.24,0.4,10.0,18.0,0.43,0.05,0.03,0.67,18.0,23.0,0.01,0.02,0.01,0.0,229.0,10.0,0.15,11.0,0.11,0.0,0.0,20.0,1.0,3
Tomate Pasta Enlatada S/Sal,73.5,82,4.32,0.47,18.91,4.5,36.0,83.0,2.98,0.06,0.15,3.08,22.0,76.0,0.07,0.16,0.1,0.0,1014.0,98.0,0.63,42.0,0.22,0.0,0.0,12.0,1.0,3
Tomatillo (Cherry),89.8,30,1.5,0.1,7.1,0.0,59.0,0.0,6.0,0.12,0.06,1.0,85.0,500.0,0.01,0.04,0.01,0.0,207.0,8.0,0.11,11.0,0.05,0.0,9.0,0.0,0.86,3
Vegetales Jugo Enlatado,93.52,19,0.63,0.09,4.55,0.8,11.0,17.0,0.42,0.04,0.03,0.73,28.0,78.0,0.01,0.04,0.01,0.0,193.0,270.0,0.2,11.0,0.14,0.0,0.0,21.0,1.0,3
Verdolaga,91.2,26,2.0,0.4,5.0,0.0,79.0,32.0,3.6,0.02,0.1,0.5,23.0,66.0,0.0,0.0,0.0,0.0,494.0,45.0,0.17,0.0,0.07,0.0,0.0,12.0,0.52,3
Yuca O Mandioca Harina O Almidon,14.2,320,1.7,0.5,81.0,0.0,148.0,104.0,5.4,0.08,0.07,1.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Yuca O Mandioca Hojas Y Puntas,77.2,80,6.8,1.4,12.8,0.0,206.0,86.0,2.0,0.12,0.27,1.7,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
Yuca O Mandioca Raíz,59.68,160,1.36,0.28,38.06,1.8,16.0,27.0,0.27,0.09,0.05,0.85,21.0,1.0,0.08,0.05,0.07,0.0,271.0,14.0,0.34,21.0,0.09,0.0,0.0,27.0,1.0,3
Zanahoria C/Cáscara Cruda,88.29,41,0.93,0.24,9.58,2.8,33.0,35.0,0.3,0.07,0.06,0.98,6.0,841.0,0.01,0.12,0.04,0.0,320.0,69.0,0.24,12.0,0.14,0.0,0.0,19.0,0.89,3
Zanahoria Enlatada Sólidos,92.95,25,0.64,0.19,5.54,1.5,25.0,24.0,0.64,0.02,0.03,0.55,3.0,558.0,0.01,0.09,0.04,0.0,179.0,242.0,0.26,8.0,0.11,0.0,0.0,9.0,1.0,3
Zanahoria S/Cáscara Cocida S/Sal Escurrida,90.17,35,0.76,0.18,8.22,3.0,30.0,30.0,0.34,0.07,0.04,0.64,4.0,860.0,0.01,0.11,0.04,0.0,235.0,58.0,0.2,10.0,0.15,0.0,0.0,14.0,1.0,3
Zanahoria S/Cáscara Cruda,88.7,41,0.9,0.1,9.4,2.9,32.0,28.0,0.6,0.05,0.04,0.6,6.0,666.0,0.01,0.07,0.03,0.0,323.0,35.0,0.2,0.0,0.15,0.0,14.0,0.0,0.8,3
Zanahoria Jugo Natural,90.0,30,0.6,0.1,9.3,0.0,24.0,0.0,0.5,0.09,0.06,0.4,9.0,1545.0,0.01,0.06,0.03,0.0,292.0,29.0,0.18,14.0,0.22,0.0,4.0,0.0,1.0,3
Zanahorias Pequeñas (Baby),90.35,35,0.64,0.13,8.24,1.8,32.0,28.0,0.89,0.03,0.04,0.56,8.0,690.0,0.01,0.06,0.02,0.0,237.0,78.0,0.17,10.0,0.1,0.0,0.0,33.0,1.0,3
Aberia/Kitembilla,82.8,63,1.2,0.8,14.6,0.0,13.0,26.0,1.2,0.02,0.04,0.3,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,4
Acerola Fruta,91.41,32,0.4,0.3,7.69,1.1,12.0,11.0,0.2,0.02,0.06,0.4,1678.0,38.0,0.08,0.09,0.07,0.0,146.0,7.0,0.1,18.0,0.01,0.0,0.0,14.0,0.8,4
Acerola Jugo Natural,94.3,23,0.4,0.3,4.8,0.3,10.0,9.0,0.5,0.02,0.06,0.4,1600.0,25.0,0.08,0.09,0.07,0.0,97.0,3.0,0.1,12.0,0.0,0.0,0.0,14.0,1.0,4
Albaricoque Fruta Deshidratada,7.5,320,4.9,0.62,82.89,0.0,61.0,157.0,6.31,0.04,0.15,3.58,10.0,633.0,0.27,0.12,0.04,0.0,1850.0,13.0,1.0,63.0,0.52,0.0,0.0,4.0,1.0,4
Albaricoque Fruta Fresca,86.35,48,1.4,0.39,11.12,2.0,13.0,23.0,0.39,0.03,0.04,0.6,10.0,96.0,0.17,0.08,0.03,0.0,259.0,1.0,0.2,10.0,0.05,0.0,0.0,9.0,0.93,4
Albaricoque Jugo Envasado Sol&Liq,86.62,48,0.63,0.04,12.34,1.6,12.0,20.0,0.3,0.02,0.02,0.34,5.0,85.0,0.02,0.01,0.0,0.0,165.0,4.0,0.11,10.0,0.05,0.0,0.0,2.0,1.0,4
Albaricoque Nectar Envasado S/Vit. C,84.87,56,0.37,0.09,14.39,0.6,7.0,9.0,0.38,0.01,0.01,0.26,1.0,66.0,0.04,0.02,0.01,0.0,114.0,3.0,0.09,5.0,0.02,0.0,0.0,1.0,1.0,4
Anona Blanca O Ata,71.5,101,1.7,0.6,25.2,2.4,30.0,21.0,0.71,0.08,0.1,0.5,19.0,2.0,0.0,0.0,0.23,0.0,382.0,4.0,0.0,18.0,0.22,0.0,0.0,0.0,0.58,4
Anona Rosada O Corazón De Buey,74.4,89,1.9,0.1,22.8,2.4,17.0,20.0,0.4,0.06,0.07,0.43,33.0,2.0,0.0,0.0,0.23,0.0,382.0,4.0,0.0,0.0,0.22,0.0,0.0,0.0,0.3,4
Banano/Guineo Maduro,74.91,89,1.09,0.33,22.84,2.6,5.0,22.0,0.26,0.03,0.07,0.67,9.0,3.0,0.03,0.07,0.11,0.0,358.0,1.0,0.15,27.0,0.37,0.0,0.0,20.0,0.64,4
Banano/Guineo Verde,69.0,110,1.4,0.2,28.7,0.5,8.0,35.0,0.9,0.04,0.02,0.6,31.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4
Caimito Maduro,82.8,68,0.8,1.6,14.5,0.0,21.0,17.0,0.8,0.04,0.03,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,4
Caimito Verde,80.1,84,1.4,3.2,14.6,0.0,22.0,21.0,0.6,0.02,0.01,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,4
Capulin/Capulina,76.3,91,2.1,2.3,17.9,0.0,125.0,94.0,1.2,0.06,0.05,0.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4
Carambola,91.38,31,1.04,0.33,6.73,2.8,3.0,12.0,0.08,0.01,0.02,0.37,34.0,3.0,0.03,0.18,0.02,0.0,133.0,2.0,0.12,10.0,0.02,0.0,0.0,12.0,0.97,4
Cas,86.5,48,1.2,0.8,10.4,0.0,17.0,31.0,6.7,0.03,0.03,0.6,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Cereza,86.13,50,1.0,0.3,12.18,1.6,16.0,15.0,0.32,0.03,0.04,0.4,10.0,64.0,0.08,0.09,0.07,0.0,173.0,3.0,0.1,9.0,0.04,0.0,0.0,8.0,0.9,4
Cereza Silvestre/Capuli,77.2,81,1.3,0.2,20.7,0.0,24.0,24.0,0.8,0.04,0.04,1.1,18.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4
Chicozapote/Níspero De Montaña,78.0,83,0.44,1.1,19.96,5.3,21.0,12.0,0.8,0.0,0.02,0.2,15.0,3.0,0.52,0.01,0.19,0.0,193.0,12.0,0.1,12.0,0.04,0.0,0.0,14.0,0.8,4
Chirimoya,79.39,74,1.65,0.62,17.7,2.3,8.0,26.0,0.3,0.09,0.12,0.57,12.0,0.0,0.0,0.0,0.0,0.0,269.0,4.0,0.18,16.0,0.21,0.0,0.0,18.0,0.79,4
Cidra O Limón Real,88.7,40,0.6,0.1,10.2,0.0,42.0,20.0,0.4,0.06,0.04,0.2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,4
Ciruela Roja O Amarilla Fruta Fresca,87.23,46,0.7,0.28,11.42,1.4,6.0,16.0,0.17,0.03,0.03,0.42,10.0,17.0,0.13,0.04,0.02,0.0,157.0,0.0,0.1,7.0,0.03,0.0,0.0,5.0,0.94,4
Ciruela Roja Fruta Seca O Pasa,30.92,240,2.18,0.38,63.88,7.1,43.0,69.0,0.93,0.05,0.19,1.88,1.0,39.0,0.05,0.06,0.09,0.0,732.0,2.0,0.44,41.0,0.2,0.0,0.0,4.0,0.87,4
Coco Agua De,94.99,19,0.72,0.2,3.71,1.1,24.0,20.0,0.29,0.03,0.06,0.08,2.0,0.0,0.01,0.0,0.18,0.0,250.0,105.0,0.1,25.0,0.03,0.0,0.0,3.0,1.0,4
Coco Leche 1A. Extracción,67.62,230,2.29,23.84,5.54,2.2,16.0,100.0,1.64,0.03,0.0,0.76,3.0,0.0,1.01,0.26,21.14,0.0,263.0,15.0,0.67,37.0,0.03,0.0,0.0,16.0,1.0,4
Coco Leche 2A. Extracción,91.7,60,0.7,6.4,1.0,0.0,13.0,25.0,1.8,0.04,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Coco Maduro Pulpa,46.99,354,3.33,33.49,15.23,9.0,14.0,113.0,2.43,0.07,0.02,0.54,3.0,0.0,1.42,0.37,29.7,0.0,356.0,20.0,1.1,32.0,0.05,0.0,0.0,26.0,0.52,4
Coco Pulpa Seca Hojuelas Dulce Envasadas,15.61,474,3.28,32.15,47.59,4.3,14.0,100.0,1.8,0.03,0.02,0.3,0.0,0.0,1.37,0.35,28.51,0.0,316.0,256.0,1.75,48.0,0.26,0.0,0.0,8.0,1.0,4
Coco Tierno Pulpa,81.4,122,1.9,11.9,4.0,0.0,11.0,42.0,1.1,0.05,0.03,0.8,7.0,0.0,3.9,1.0,30.0,0.0,256.0,23.0,0.0,0.0,0.0,0.0,26.0,0.0,0.26,4
Coyol Fruto,51.8,231,4.4,13.8,27.9,0.0,199.0,57.0,0.2,0.14,0.09,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,4
Coyolito/Huiscoyol,81.9,68,1.5,0.1,15.1,0.0,23.0,33.0,1.5,0.03,0.06,0.32,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4
Cuchamper,92.2,29,1.1,0.1,6.2,0.0,12.0,17.0,0.4,0.1,0.02,0.2,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,4
Cushin/Paterna/Guaba Pulpa,83.0,60,1.0,0.1,15.5,0.0,21.0,20.0,0.9,0.04,0.06,0.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4
Durazno Amarillo/Melocotón En Almib. Env.Sol&Liq,79.28,74,0.45,0.1,19.94,1.3,3.0,11.0,0.27,0.01,0.02,0.61,3.0,17.0,0.04,0.05,0.01,0.0,92.0,6.0,0.09,5.0,0.02,0.0,0.0,3.0,1.0,4
Durazno Amarillo/Melocotón Fruta Criolla,0.0,46,0.9,0.1,11.7,1.5,16.0,0.0,0.1,0.02,0.04,1.0,19.0,22.0,0.07,0.09,0.02,0.0,190.0,0.0,0.17,7.0,0.03,0.0,0.0,4.0,0.88,4
Durazno Amarillo/Melocotón Fruta Deshidratada,31.8,239,3.61,0.76,61.33,8.2,28.0,119.0,4.06,0.0,0.21,4.38,5.0,108.0,0.28,0.37,0.08,0.0,996.0,7.0,0.57,42.0,0.07,0.0,0.0,0.0,1.0,4
Durazno Amarillo/Melocotón Fruta Importada,88.87,39,0.91,0.25,9.54,1.5,6.0,20.0,0.25,0.02,0.03,0.81,7.0,16.0,0.07,0.09,0.02,0.0,190.0,0.0,0.17,9.0,0.03,0.0,0.0,4.0,0.87,4
Durazno Amarillo/Melocotón Jugo Env. Sol&Liq,87.49,44,0.63,0.03,11.57,1.3,6.0,17.0,0.27,0.01,0.02,0.58,4.0,19.0,0.01,0.02,0.0,0.0,128.0,4.0,0.11,7.0,0.02,0.0,0.0,3.0,1.0,4
Durazno Amarillo/Melocotón Nectar Env. C/Vit C,85.64,54,0.27,0.02,13.92,0.6,5.0,6.0,0.19,0.0,0.01,0.29,27.0,13.0,0.01,0.01,0.0,0.0,40.0,7.0,0.08,4.0,0.01,0.0,0.0,1.0,1.0,4
Durazno Comun Maduro C/Cáscara,85.3,52,0.8,0.2,13.3,1.5,12.0,26.0,1.1,0.03,0.06,0.4,28.0,16.0,0.07,0.09,0.02,0.0,190.0,0.0,0.17,0.0,0.03,0.0,0.0,4.0,0.92,4
Durazno Comun Maduro S/Cáscara,84.2,56,0.9,0.3,14.0,1.5,12.0,23.0,0.4,0.03,0.04,0.4,17.0,16.0,0.07,0.09,0.02,0.0,190.0,0.0,0.17,0.0,0.03,0.0,0.0,4.0,0.65,4
Durazno Comun Verde C/Cáscara,85.3,57,0.2,1.3,12.6,0.0,13.0,18.0,1.9,0.03,0.05,0.2,25.0,3.0,0.03,0.04,0.01,0.0,202.0,1.0,0.14,0.0,0.02,0.0,3.0,0.0,0.92,4
Durazno Prisco,85.0,38,0.6,0.1,9.7,0.0,21.0,0.0,0.3,0.07,0.01,0.3,10.0,35.0,0.06,0.04,0.02,0.0,202.0,1.0,0.14,10.0,0.0,0.0,0.0,0.0,0.88,4
Durian O Durio,81.1,67,2.2,0.8,14.8,3.8,8.0,38.0,0.7,0.35,0.2,0.7,24.0,2.0,0.0,0.0,0.0,0.0,436.0,2.0,0.28,0.0,0.32,0.0,0.0,0.0,0.46,4
Fresa O Frutilla,90.95,32,0.67,0.3,7.68,2.0,16.0,24.0,0.42,0.02,0.02,0.39,59.0,1.0,0.04,0.16,0.01,0.0,153.0,1.0,0.14,13.0,0.05,0.0,0.0,24.0,0.94,4
Fruta De Pan O Masapán,77.3,81,1.3,0.5,20.1,0.0,27.0,33.0,1.9,0.1,0.06,0.7,29.0,4.0,0.0,0.0,0.0,0.0,490.0,2.0,0.12,0.0,0.0,0.0,0.0,0.0,0.68,4
Frutas En Almibar Envasadas Sol&Liq,80.56,72,0.37,0.1,18.76,1.0,1.0,10.0,0.36,0.01,0.04,0.6,69.0,10.0,0.02,0.04,0.01,0.0,84.0,4.0,0.07,5.0,0.04,0.0,0.0,3.0,1.0,4
Frutas Secas Mixtas,31.18,243,2.46,0.49,64.06,7.8,38.0,77.0,2.71,0.04,0.16,1.93,4.0,122.0,0.23,0.11,0.04,0.0,796.0,18.0,0.5,39.0,0.16,0.0,0.0,4.0,0.94,4
Granada Roja,80.97,68,0.95,0.3,17.17,0.6,3.0,8.0,0.3,0.03,0.03,0.3,6.0,5.0,0.05,0.06,0.04,0.0,259.0,3.0,0.12,3.0,0.1,0.0,0.0,6.0,0.56,4
Granadilla Dulce Fruta,76.3,94,2.4,2.8,17.3,0.0,10.0,64.0,0.9,0.0,0.11,1.6,20.0,28.0,0.0,0.0,0.0,0.0,348.0,28.0,0.0,0.0,0.06,0.0,20.0,0.0,0.73,4
Granadilla Dulce Jugo Natural,86.0,51,1.1,0.1,11.9,0.0,7.0,30.0,0.8,0.0,0.1,2.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Granadilla Real/Badea Jugo,87.9,44,0.9,0.2,10.1,0.0,10.0,22.0,0.6,0.0,0.11,2.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Granadilla Real/Badea Pulpa,94.4,20,0.7,0.2,4.3,0.0,14.0,17.0,0.8,0.0,0.03,3.8,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,4
Guanabana/Guanaba,81.16,66,1.0,0.3,16.84,3.3,14.0,27.0,0.6,0.07,0.05,0.9,21.0,0.0,0.09,0.07,0.05,0.0,278.0,14.0,0.1,21.0,0.06,0.0,0.0,14.0,0.67,4
Guapinol/Curbaril,14.6,309,5.9,2.2,75.3,0.0,28.0,143.0,3.2,0.23,0.17,4.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,4
Guayaba Madura,86.1,51,0.8,0.6,11.9,0.0,20.0,0.0,0.3,0.05,0.05,1.2,183.0,32.0,0.05,0.18,0.17,0.0,284.0,3.0,0.23,10.0,0.14,0.0,0.0,0.0,0.82,4
Guayaba Verde,74.2,95,1.0,1.2,22.8,4.9,41.0,27.0,0.7,0.04,0.03,0.73,48.0,32.0,0.05,0.18,0.17,0.0,284.0,3.0,0.23,0.0,0.14,0.0,0.0,0.0,1.0,4
Guinda O Cereza Dulce Fruta En Almibar Envasada,75.66,91,0.73,0.1,23.27,1.1,10.0,10.0,1.3,0.02,0.04,0.17,2.0,36.0,0.03,0.03,0.02,0.0,93.0,7.0,0.06,6.0,0.04,0.0,0.0,8.0,1.0,4
Guinda O Cereza Dulce Fruta Fresca,82.25,63,1.06,0.2,16.01,2.1,13.0,21.0,0.36,0.03,0.03,0.15,7.0,3.0,0.05,0.05,0.04,0.0,222.0,0.0,0.07,11.0,0.05,0.0,0.0,4.0,0.9,4
Guineo Maicena,77.2,85,0.6,1.1,20.5,0.0,15.0,28.0,0.9,0.1,0.08,0.51,22.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4
Guineo Majoncho/Cuadrado,66.2,120,1.1,0.4,31.4,0.0,8.0,33.0,0.8,0.06,0.03,0.63,22.0,62.0,0.0,0.0,0.0,0.0,370.0,1.0,0.17,0.0,0.5,0.0,22.0,0.0,0.47,4
Guineo Manzano O Datil,70.5,104,1.1,0.2,27.4,0.0,8.0,24.0,0.6,0.04,0.04,0.69,13.0,14.0,0.0,0.0,0.0,0.0,370.0,1.0,0.17,0.0,0.5,0.0,22.0,0.0,0.82,4
Guineo Morado,69.7,106,1.4,0.2,27.7,0.0,12.0,20.0,0.5,0.04,0.04,0.66,10.0,42.0,0.0,0.0,0.0,0.0,370.0,1.0,0.16,0.0,0.5,0.0,22.0,0.0,0.52,4
Hicaco/Icaco,86.3,47,0.4,0.1,12.4,0.0,38.0,17.0,0.6,0.04,0.03,0.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,4
Higo Fruta Deshidratada,30.05,249,3.3,0.93,63.87,9.8,162.0,67.0,2.03,0.09,0.08,0.62,1.0,0.0,0.16,0.34,0.14,0.0,680.0,10.0,0.55,68.0,0.11,0.0,0.0,9.0,0.96,4
Higo Fruta En Almibar Envasada Sol&Liq,76.33,88,0.38,0.1,22.9,2.2,27.0,10.0,0.28,0.02,0.04,0.43,1.0,2.0,0.02,0.05,0.02,0.0,99.0,1.0,0.11,10.0,0.07,0.0,0.0,2.0,1.0,4
Higo Fruta Madura,79.11,74,0.75,0.3,19.18,2.9,35.0,14.0,0.37,0.06,0.05,0.4,2.0,7.0,0.07,0.14,0.06,0.0,232.0,1.0,0.15,17.0,0.11,0.0,0.0,6.0,0.99,4
Higo Fruta Verde,87.7,42,1.6,0.2,9.8,0.0,52.0,34.0,0.7,0.04,0.07,0.4,20.0,41.0,0.07,0.14,0.06,0.0,232.0,1.0,0.15,0.0,0.11,0.0,0.0,0.0,0.96,4
Injerto O Zapote Verde,68.4,110,1.6,0.2,28.6,0.0,23.0,28.0,0.7,0.01,0.03,1.9,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,4
Jocote Ciruelo/Jocote De Corona,76.2,83,0.9,0.1,22.0,0.0,22.0,40.0,0.6,0.07,0.03,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4
Jocote Comun/Jobo Amarillo O Rojo,82.7,70,0.8,2.1,13.8,0.0,26.0,31.0,2.2,0.08,0.06,0.5,28.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.66,4
Jocote Tronador/Jobo Tronador,70.4,102,1.4,0.1,26.7,0.0,34.0,73.0,3.0,0.1,0.05,0.94,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,4
Kiwi Fruta Fresca,83.07,61,1.14,0.52,14.66,3.0,34.0,34.0,0.31,0.03,0.03,0.34,93.0,4.0,0.05,0.29,0.03,0.0,312.0,3.0,0.14,17.0,0.06,0.0,0.0,25.0,0.86,4
Lima Dulce Fruta,88.26,30,0.7,0.2,10.54,2.8,33.0,18.0,0.6,0.03,0.02,0.2,29.0,2.0,0.02,0.05,0.02,0.0,102.0,2.0,0.11,6.0,0.04,0.0,0.0,8.0,0.84,4
Lima Dulce Jugo Natural,90.79,25,0.42,0.07,8.42,0.4,14.0,14.0,0.09,0.03,0.01,0.14,30.0,2.0,0.01,0.02,0.01,0.0,117.0,2.0,0.08,8.0,0.04,0.0,0.0,10.0,0.0,4
Lima Limón/Limón Dulce,91.0,32,0.4,1.4,7.0,0.0,24.0,14.0,0.4,0.03,0.02,0.2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4
Limón Agrio Fruta Sin Piel,88.98,29,1.1,0.3,9.32,2.8,26.0,16.0,0.6,0.04,0.02,0.1,53.0,1.0,0.01,0.09,0.04,0.0,138.0,2.0,0.06,8.0,0.08,0.0,0.0,11.0,0.53,4
Limón Agrio Jugo,90.73,25,0.38,0.0,8.63,0.4,7.0,6.0,0.03,0.03,0.01,0.1,46.0,1.0,0.0,0.0,0.0,0.0,124.0,1.0,0.05,6.0,0.05,0.0,0.0,13.0,1.0,4
Mamey,86.2,51,0.5,0.5,12.5,3.0,11.0,11.0,0.7,0.02,0.04,0.4,14.0,12.0,0.2,0.08,0.14,0.0,47.0,15.0,0.1,16.0,0.1,0.0,0.0,14.0,0.6,4
Mamoncillo/Mamon,78.4,59,1.1,0.2,19.9,0.0,12.0,20.0,0.6,0.05,0.02,0.7,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,4
Mandarina/Tangerina Fruta,85.17,53,0.81,0.31,13.34,1.8,37.0,20.0,0.15,0.06,0.04,0.38,27.0,34.0,0.06,0.06,0.04,0.0,166.0,2.0,0.07,12.0,0.08,0.0,0.0,16.0,0.72,4
Mandarina/Tangerina Jugo Envasado S/Azúcar,89.51,37,0.62,0.03,9.57,0.7,11.0,10.0,0.27,0.08,0.03,0.44,34.0,43.0,0.0,0.0,0.0,0.0,133.0,5.0,0.51,11.0,0.04,0.0,0.0,5.0,1.0,4
Mandarina/Tangerina Jugo Natural,88.9,43,0.5,0.2,10.1,0.2,18.0,14.0,0.2,0.06,0.02,0.1,31.0,13.0,0.04,0.04,0.02,0.0,178.0,1.0,0.03,8.0,0.04,0.0,0.0,5.0,1.0,4
Mango Criollo Pequeño,88.2,35,0.8,0.0,9.0,0.0,14.0,0.0,1.3,0.03,0.04,0.2,80.0,240.0,0.0,0.0,0.0,0.0,189.0,7.0,0.0,18.0,0.0,0.0,0.0,0.0,0.54,4
